affy_hg_u133_plus_2	hgnc_symbol	chromosome_name	start_position	end_position	band
1555203_s_at	SLC44A4	CHR_HSCHR6_MHC_SSTO_CTG1	31855884	31871733	
	SLC44A4	CHR_HSCHR6_MHC_SSTO_CTG1	31855884	31871733	
	HSBP1P2	4	110251871	110252099	q25
	HNRNPA1P23	3	122317609	122318741	q21.1
		4	110264865	110265017	q25
		5	80128361	80143883	q14.1
	HMGN2P13	3	153067278	153067551	q25.2
	ZBED1P1	4	110291644	110293573	q25
		3	153129074	153129640	q25.2
AFFX-HUMGAPDH/M33197_5_at	GAPDH	12	6533927	6538374	p13.31
212581_x_at	GAPDH	12	6533927	6538374	p13.31
213453_x_at	GAPDH	12	6533927	6538374	p13.31
AFFX-HUMGAPDH/M33197_3_at	GAPDH	12	6533927	6538374	p13.31
AFFX-HUMGAPDH/M33197_M_at	GAPDH	12	6533927	6538374	p13.31
217398_x_at	GAPDH	12	6533927	6538374	p13.31
	GAPDH	12	6533927	6538374	p13.31
226642_s_at	NUDCD2	5	163446526	163460140	q34
	NUDCD2	5	163446526	163460140	q34
		3	153156511	153161775	q25.2
204971_at	CSTA	3	122325244	122341972	q21.1
	CSTA	3	122325244	122341972	q21.1
1570136_at		14	26592747	26594517	q12
214488_at	RAP2B	3	153162270	153170620	q25.2
214487_s_at	RAP2B	3	153162270	153170620	q25.2
213923_at	RAP2B	3	153162270	153170620	q25.2
238622_at	RAP2B	3	153162270	153170620	q25.2
		1	74963314	74965118	p31.1
1561511_at		1	75122518	75123927	p31.1
205794_s_at	NOVA1	14	26443093	26597754	q12
	NOVA1	14	26443093	26597754	q12
207437_at	NOVA1	14	26443093	26597754	q12
231614_at	NOVA1	14	26443093	26597754	q12
242417_at	PLEKHA7	11	16777317	17014443	p15.1
	PLEKHA7	11	16777317	17014443	p15.1
228450_at	PLEKHA7	11	16777317	17014443	p15.1
	SGPL1	10	70815961	70881173	q22.1
212321_at	SGPL1	10	70815961	70881173	q22.1
208381_s_at	SGPL1	10	70815961	70881173	q22.1
212322_at	SGPL1	10	70815961	70881173	q22.1
		3	153357107	153374186	q25.2
236036_at	INKA2-AS1	1	111739841	111747798	p13.2
		3	153376831	153377562	q25.2
		1	75129974	75132576	p31.1
1569469_a_at	LHX8	1	75128434	75161533	p31.1
	INKA2	1	111680630	111739424	p13.2
220476_s_at	INKA2	1	111680630	111739424	p13.2
229608_at	INKA2	1	111680630	111739424	p13.2
229382_at	INKA2	1	111680630	111739424	p13.2
241809_at	INKA2	1	111680630	111739424	p13.2
235244_at	CCDC58	3	122359591	122383231	q21.1
	CCDC58	3	122359591	122383231	q21.1
	OR8B10P	11	124516311	124517242	q24.2
1555839_a_at	C3orf79	3	153484495	153502697	q25.2
	CCNG1	5	163437569	163446151	q34
208796_s_at	CCNG1	5	163437569	163446151	q34
		1	205935128	205935768	q32.1
		3	153881526	153940836	q25.2
	LINC02006	3	153384934	153980186	q25.2
	CDHR4	3	49790732	49799835	p21.31
	PLCB4	20	9068763	9481242	p12.3
203896_s_at	PLCB4	20	9068763	9481242	p12.3
203895_at	PLCB4	20	9068763	9481242	p12.3
	LINC01160	1	111599655	111608723	p13.2
	LINC02083	3	153431856	153443531	q25.2
1553982_a_at	RAB7B	1	205976740	206003461	q32.1
230266_at	RAB7B	1	205976740	206003461	q32.1
	RAB7B	1	205976740	206003461	q32.1
1559807_at		CHR_HSCHR5_2_CTG1_1	69694773	69696385	
	CHCHD2P7	4	87785920	87786371	q22.1
		1	111745299	111755537	p13.2
1557479_at		1	111745299	111755537	p13.2
		16	77104260	77105297	q23.1
236028_at	IBSP	4	87799581	87812435	q22.1
207370_at	IBSP	4	87799581	87812435	q22.1
		3	72321051	72324027	p13
202362_at	RAP1A	1	111542218	111716691	p13.2
	RAP1A	1	111542218	111716691	p13.2
228548_at	RAP1A	1	111542218	111716691	p13.2
	NKX2-4	20	21395367	21398028	p11.22
		12	112063909	112065755	q24.13
207118_s_at	MMP23B	1	1632095	1635263	p36.33
	MMP23B	1	1632095	1635263	p36.33
201845_s_at	RYBP	3	72371825	72446621	p13
242719_at	RYBP	3	72371825	72446621	p13
201844_s_at	RYBP	3	72371825	72446621	p13
201846_s_at	RYBP	3	72371825	72446621	p13
		20	21397818	21400391	p11.22
		3	5099627	5099861	p26.1
212388_at	USP24	1	55066359	55215113	p32.3
212381_at	USP24	1	55066359	55215113	p32.3
	USP24	1	55066359	55215113	p32.3
230004_at	USP24	1	55066359	55215113	p32.3
		6	150504811	150510300	q25.1
	MFAP3	5	154038906	154220478	q33.2
1552312_a_at	MFAP3	5	154038906	154220478	q33.2
241202_at	MFAP3	5	154038906	154220478	q33.2
1561034_at		1	75127830	75133058	p31.1
		7	138645671	138646448	q34
		7	138688980	138689522	q34
		17	50909637	50910232	q21.33
1555468_at	NRP2	2	205681990	205798133	q33.3
210841_s_at	NRP2	2	205681990	205798133	q33.3
214632_at	NRP2	2	205681990	205798133	q33.3
211844_s_at	NRP2	2	205681990	205798133	q33.3
225566_at	NRP2	2	205681990	205798133	q33.3
229225_at	NRP2	2	205681990	205798133	q33.3
	NRP2	2	205681990	205798133	q33.3
210842_at	NRP2	2	205681990	205798133	q33.3
223510_at	NRP2	2	205681990	205798133	q33.3
219367_s_at	NRP2	2	205681990	205798133	q33.3
222877_at	NRP2	2	205681990	205798133	q33.3
241405_at	TOB1-AS1	17	50866679	50909737	q21.33
	TOB1-AS1	17	50866679	50909737	q21.33
1554300_a_at	SVOPL	7	138594285	138701352	q34
	SVOPL	7	138594285	138701352	q34
		12	109859767	109860420	q24.11
205927_s_at	CTSE	1	206009264	206023909	q32.1
	CTSE	1	206009264	206023909	q32.1
219267_at	GLTP	12	109850943	109880488	q24.11
226177_at	GLTP	12	109850943	109880488	q24.11
	GLTP	12	109850943	109880488	q24.11
233150_at	GALNTL5	7	151956379	152019934	q36.1
	GALNTL5	7	151956379	152019934	q36.1
	MAGI1-AS1	3	65893816	65925297	p14.1
226789_at	EMBP1	1	121519112	121571892	p11.2
	EMBP1	1	121519112	121571892	p11.2
202704_at	TOB1	17	50862223	50867978	q21.33
1561301_at	MAGI1-IT1	3	65872815	65954558	p14.1
	ILF2P1	3	65687301	65688468	p14.1
243087_at	WDR63	1	84999147	85133138	p22.3
	WDR63	1	84999147	85133138	p22.3
		3	66008770	66009200	p14.1
	RPL17P17	3	65843890	65844446	p14.1
1560646_at	METTL21EP	13	102880099	102896033	q33.1
	LINC01691	1	121573946	121580524	p11.2
		7	128912732	128914063	q32.1
233332_at		13	102888858	102889834	q33.1
	EXOC1L	4	55819819	55837487	q12
		1	143343180	143343275	q21.1
		13	102903339	102904000	q33.1
225758_s_at	TUBGCP6	22	50217689	50244992	q13.33
	TUBGCP6	22	50217689	50244992	q13.33
234308_at	TUBGCP6	22	50217689	50244992	q13.33
		1	143354191	143386122	q21.1
	HMGB3P32	16	57603137	57603697	q21
		1	143419625	143420207	q21.1
	LINC00689	7	159006522	159030195	q36.3
1570376_at	LINC00689	7	159006522	159030195	q36.3
1559712_at	LINC00689	7	159006522	159030195	q36.3
		1	143449571	143450245	q21.1
		22	32129689	32130612	q12.3
		20	21488244	21488625	p11.22
	AP1B1P1	22	32121977	32133469	q12.3
	SLC34A1	5	177379235	177398848	q35.3
208177_at	SLC34A1	5	177379235	177398848	q35.3
217530_at	SLC34A1	5	177379235	177398848	q35.3
207095_at	SLC10A2	13	103043998	103066846	q33.1
	NKAIN1P1	1	143487772	143488353	q21.1
	GSTM3P1	20	21501395	21501968	p11.22
		1	143461221	143498767	q21.1
		20	21499261	21502934	p11.22
	KRT18P57	1	111648291	111649544	p13.2
		1	143498785	143499102	q21.1
	HNRNPA3P7	5	154337471	154338452	q33.2
		1	143499187	143500512	q21.1
	NKX2-2-AS1	20	21511447	21512309	p11.22
211598_x_at	VIPR2	7	159028175	159144957	q36.3
205946_at	VIPR2	7	159028175	159144957	q36.3
205947_s_at	VIPR2	7	159028175	159144957	q36.3
	VIPR2	7	159028175	159144957	q36.3
219611_s_at	CEP85	1	26234153	26279038	p36.11
227818_at	CEP85	1	26234153	26279038	p36.11
	CEP85	1	26234153	26279038	p36.11
231566_at	NOXRED1	14	77394021	77423517	q24.3
206915_at	NKX2-2	20	21511010	21514026	p11.22
		1	143541768	143572834	q21.1
218588_s_at	FAM114A2	5	153990128	154038936	q33.2
222682_s_at	FAM114A2	5	153990128	154038936	q33.2
	FAM114A2	5	153990128	154038936	q33.2
		20	63502287	63505111	q13.33
		17	82293716	82294910	q25.3
		7	100115214	100127139	q22.1
	NBPF17P	1	143595216	143635641	q21.1
223365_at	DHX37	12	124946825	124989122	q24.31
223364_s_at	DHX37	12	124946825	124989122	q24.31
	DHX37	12	124946825	124989122	q24.31
206841_at	PDE6H	12	14973022	14981865	p12.3
	AP4M1	7	100101549	100110345	q22.1
209837_at	AP4M1	7	100101549	100110345	q22.1
	AP1B1P2	22	32134028	32134133	q12.3
	PFN1P12	1	143619994	143620527	q21.1
		1	143736066	143739506	q21.1
206599_at	SLC16A5	17	75087727	75106162	q25.1
206600_s_at	SLC16A5	17	75087727	75106162	q25.1
	SLC16A5	17	75087727	75106162	q25.1
200717_x_at	RPL7P1	5	150094302	150095048	q32
212042_x_at	RPL7P1	5	150094302	150095048	q32
203104_at	CSF1R	5	150053291	150113372	q32
	CSF1R	5	150053291	150113372	q32
		12	109880676	109888467	q24.11
1564204_at		1	143745249	143760669	q21.1
208388_at	NR2E3	15	71792638	71818259	q23
208385_at	NR2E3	15	71792638	71818259	q23
	NR2E3	15	71792638	71818259	q23
218010_x_at	PPDPF	20	63520724	63522206	q13.33
233571_x_at	PPDPF	20	63520724	63522206	q13.33
227994_x_at	PPDPF	20	63520724	63522206	q13.33
	FAM91A3P	1	143766540	143769083	q21.1
217551_at	OR7E14P	11	17013998	17053024	p15.1
		1	143784376	143784671	q21.1
230381_at	RHEX	1	206052723	206102459	q32.1
	RHEX	1	206052723	206102459	q32.1
201406_at		11	16974693	16975013	p15.1
235185_s_at		1	143790010	143797108	q21.1
235186_at		1	143790010	143797108	q21.1
236797_at		20	45345115	45345823	q13.12
232374_s_at		5	123087248	123090299	q23.2
		5	123087248	123090299	q23.2
202071_at	SDC4	20	45325288	45348424	q13.12
		1	143811359	143825837	q21.1
230311_s_at	PRDM6	5	123089121	123194266	q23.2
236577_at	PRDM6	5	123089121	123194266	q23.2
	PRDM6	5	123089121	123194266	q23.2
		1	143846097	143846504	q21.1
234806_at		18	79515798	79516057	q23
		18	79470120	79470940	q23
1556684_at		14	20344233	20346888	q11.2
		18	79420836	79422780	q23
216570_x_at		1	75582099	75582555	p31.1
		18	79496058	79498348	q23
	RPL21P42	3	154023835	154024298	q25.2
		1	75521562	75522231	p31.1
204752_x_at	PARP2	14	20343582	20357905	q11.2
214086_s_at	PARP2	14	20343582	20357905	q11.2
215773_x_at	PARP2	14	20343582	20357905	q11.2
	PARP2	14	20343582	20357905	q11.2
1569112_at	SLC44A5	1	75202131	75611116	p31.1
235763_at	SLC44A5	1	75202131	75611116	p31.1
1552779_a_at	SLC44A5	1	75202131	75611116	p31.1
1552782_at	SLC44A5	1	75202131	75611116	p31.1
	SLC44A5	1	75202131	75611116	p31.1
202322_s_at	GGPS1	1	235327350	235344532	q42.3
202321_at	GGPS1	1	235327350	235344532	q42.3
	GGPS1	1	235327350	235344532	q42.3
	LINC01489	12	15001833	15006683	p12.3
208196_x_at	NFATC1	18	79395856	79529325	q23
209664_x_at	NFATC1	18	79395856	79529325	q23
211105_s_at	NFATC1	18	79395856	79529325	q23
210162_s_at	NFATC1	18	79395856	79529325	q23
	NFATC1	18	79395856	79529325	q23
	RPL22P5	1	143929994	143930382	q21.1
		1	143877731	143885076	q21.1
211615_s_at	LRPPRC	2	43886508	43996005	p21
211971_s_at	LRPPRC	2	43886508	43996005	p21
1557360_at	LRPPRC	2	43886508	43996005	p21
	LRPPRC	2	43886508	43996005	p21
		7	92540268	92557877	q21.2
	HIST2H2BB	1	143875171	143904650	q21.1
		1	206035253	206062257	q32.1
222281_s_at		1	206035253	206062257	q32.1
	HIST2H3PS2	1	143905556	143905966	q21.1
225058_at	GPR108	19	6729914	6737603	p13.3
	GPR108	19	6729914	6737603	p13.3
		1	143904301	143905964	q21.1
		1	143905487	143934776	q21.1
236575_at	ARHGEF26-AS1	3	154024401	154121332	q25.2
	ARHGEF26-AS1	3	154024401	154121332	q25.2
214511_x_at	FCGR1CP	1	143874793	143883575	q21.1
216950_s_at	FCGR1CP	1	143874793	143883575	q21.1
		3	136736500	136737229	q22.3
214551_s_at	CD7	17	82314868	82317602	q25.3
214049_x_at	CD7	17	82314868	82317602	q25.3
	CD7	17	82314868	82317602	q25.3
		5	50603229	50603511	q11.1
		5	50633124	50633602	q11.1
225834_at	FAM72C	1	143955364	143971965	q21.1
	FAM72C	1	143955364	143971965	q21.1
		5	50662859	50663266	q11.1
221150_at	MEPE	4	87821411	87846817	q22.1
	MEPE	4	87821411	87846817	q22.1
		11	57870322	57870571	q12.1
208260_at	AVPR1B	1	206109692	206117699	q32.1
	OR5BA1P	11	57861948	57873588	q12.1
239837_at	ADAM11	17	44759031	44781846	q21.31
207880_at	ADAM11	17	44759031	44781846	q21.31
	ADAM11	17	44759031	44781846	q21.31
	OR5AZ1P	11	57917297	57918239	q12.1
	OR5BD1P	11	57945598	57946414	q12.1
222121_at	ARHGEF26	3	154121003	154257827	q25.2
233903_s_at	ARHGEF26	3	154121003	154257827	q25.2
227197_at	ARHGEF26	3	154121003	154257827	q25.2
218822_s_at	NPEPL1	20	58689131	58719238	q13.32
89476_r_at	NPEPL1	20	58689131	58719238	q13.32
218821_at	NPEPL1	20	58689131	58719238	q13.32
	NPEPL1	20	58689131	58719238	q13.32
231810_at	BRI3BP	12	124993700	125031231	q24.31
225716_at	BRI3BP	12	124993700	125031231	q24.31
	CYCSP26	11	58005386	58005705	q12.1
		1	206117783	206126805	q32.1
	SRGAP2D	1	143975087	144068350	q21.1
	RPL22P4	1	206160887	206161276	q32.1
		1	206175060	206177246	q32.1
		1	26263041	26263398	p36.11
217480_x_at	IGKV1OR1-1	1	144085628	144086098	q21.1
		1	144168752	144168850	q21.1
230105_at	HOXB13	17	48724763	48729178	q21.32
209844_at	HOXB13	17	48724763	48729178	q21.32
		1	144179777	144211729	q21.1
		15	31002013	31042302	q13.3
204730_at	RIMS3	1	40620679	40665657	p34.2
210991_s_at	RIMS3	1	40620679	40665657	p34.2
	THRIL	12	125025434	125027410	q24.31
		11	58072378	58075438	q12.1
228158_at		1	144227030	144250288	q21.1
		1	144227030	144250288	q21.1
	OR9I2P	11	58144495	58145397	q12.1
	OR5BL1P	11	58171098	58171721	q12.1
		11	58044110	58060138	q12.1
244056_at	SFTA2	CHR_HSCHR6_MHC_COX_CTG1	30921066	30921888	
	VN2R9P	11	58040708	58041660	q12.1
	DRD5P2	1	144274892	144277993	q21.1
	OR9I3P	11	58108720	58109661	q12.1
	OR9Q1	11	58023881	58181616	q12.1
		22	32141267	32143272	q12.3
		1	144276484	144305180	q21.1
229507_at	INKA1	3	49803254	49805030	p21.31
	OR9L1P	11	58077348	58078603	q12.1
	IFIT1P1	13	32384660	32386108	q13.1
	OR6Q1	11	58030930	58031931	q12.1
238554_at	CYB5B	16	69424525	69466266	q22.1
227382_at	CYB5B	16	69424525	69466266	q22.1
201633_s_at	CYB5B	16	69424525	69466266	q22.1
201634_s_at	CYB5B	16	69424525	69466266	q22.1
	CYB5B	16	69424525	69466266	q22.1
214727_at	BRCA2	13	32315474	32400266	q13.1
208368_s_at	BRCA2	13	32315474	32400266	q13.1
	BRCA2	13	32315474	32400266	q13.1
		12	59052980	59054184	q14.1
	OR9I1	11	58116742	58125530	q12.1
		12	58920639	59064238	q14.1
	ZBTB8OSP1	4	150720981	150721478	q31.3
		3	72504806	72550552	p13
		6	160666228	160676523	q26
217136_at	PPIAL4E	1	144372875	144373659	q21.1
210302_s_at	MAB21L2	4	150581922	150584693	q31.3
210303_at	MAB21L2	4	150581922	150584693	q31.3
240280_at	UFSP1	7	100888723	100889718	q22.1
	RPS6P22	12	59020169	59020894	q14.1
		3	72583370	72583535	p13
218075_at	AAAS	12	53307456	53324864	q13.13
	AAAS	12	53307456	53324864	q13.13
		4	150422645	150423642	q31.3
		1	144401069	144401355	q21.1
		1	144418113	144419192	q21.1
		4	150579089	150581545	q31.3
	HCG21	CHR_HSCHR6_MHC_COX_CTG1	30935673	30944555	
		1	144418678	144419190	q21.1
		1	235361153	235362540	q42.3
	TNK2-AS1	3	195908076	195911257	q29
231646_at	MUCL3	CHR_HSCHR6_MHC_COX_CTG1	30930703	30943914	
241137_at	MUCL3	CHR_HSCHR6_MHC_COX_CTG1	30930703	30943914	
	MUCL3	CHR_HSCHR6_MHC_COX_CTG1	30930703	30943914	
1555991_s_at	C22orf42	22	32149006	32159322	q12.3
1555990_at	C22orf42	22	32149006	32159322	q12.3
212591_at	RBM34	1	235131183	235161457	q42.3
214943_s_at	RBM34	1	235131183	235161457	q42.3
214942_at	RBM34	1	235131183	235161457	q42.3
	RBM34	1	235131183	235161457	q42.3
214109_at	LRBA	4	150264531	151015727	q31.3
212692_s_at	LRBA	4	150264531	151015727	q31.3
	LRBA	4	150264531	151015727	q31.3
203838_s_at	TNK2	3	195863364	195911945	q29
203839_s_at	TNK2	3	195863364	195911945	q29
1555557_a_at	TNK2	3	195863364	195911945	q29
	TNK2	3	195863364	195911945	q29
216439_at	TNK2	3	195863364	195911945	q29
63009_at	SHQ1	3	72749277	72861914	p13
219083_at	SHQ1	3	72749277	72861914	p13
	SHQ1	3	72749277	72861914	p13
	SRGAP2	1	206203345	206464443	q32.1
213329_at	SRGAP2	1	206203345	206464443	q32.1
1568957_x_at	SRGAP2	1	206203345	206464443	q32.1
1568955_at	SRGAP2	1	206203345	206464443	q32.1
227649_s_at	SRGAP2	1	206203345	206464443	q32.1
		6	160698288	160700632	q26
	MUC21	CHR_HSCHR6_MHC_COX_CTG1	30973408	30979603	
	OR2J4P	CHR_HSCHR6_MHC_DBB_CTG1	29181532	29182467	
	PFN1P6	1	144442606	144443004	q21.1
234760_at		CHR_HSCHR6_MHC_DBB_CTG1	29215281	29216224	
220755_s_at	C6orf48	CHR_HSCHR6_MHC_QBL_CTG1	31824855	31830009	
215434_x_at	NBPF15	1	144421386	144461674	q21.1
226740_x_at	NBPF15	1	144421386	144461674	q21.1
201104_x_at	NBPF15	1	144421386	144461674	q21.1
201103_x_at	NBPF15	1	144421386	144461674	q21.1
213612_x_at	NBPF15	1	144421386	144461674	q21.1
229447_x_at	NBPF15	1	144421386	144461674	q21.1
	NBPF15	1	144421386	144461674	q21.1
	OR2U1P	CHR_HSCHR6_MHC_DBB_CTG1	29262722	29264098	
	OR2G1P	CHR_HSCHR6_MHC_DBB_CTG1	29229272	29230202	
238554_at		16	69463844	69466264	q22.1
227382_at		16	69463844	69466264	q22.1
		16	69443240	69444290	q22.1
		CHR_HSCHR6_MHC_DBB_CTG1	29224018	29267104	
		22	32159454	32160392	q12.3
222033_s_at	FLT1	13	28300344	28495145	q12.3
	FLT1	13	28300344	28495145	q12.3
210287_s_at	FLT1	13	28300344	28495145	q12.3
226498_at	FLT1	13	28300344	28495145	q12.3
226497_s_at	FLT1	13	28300344	28495145	q12.3
1564056_at		2	233351132	233353416	q37.1
	OR2U2P	CHR_HSCHR6_MHC_DBB_CTG1	29268481	29269440	
		4	110512488	110519505	q25
		19	8833065	8833541	p13.2
200825_s_at	HYOU1	11	119044189	119057202	q23.3
	HYOU1	11	119044189	119057202	q23.3
234862_at		CHR_HSCHR6_MHC_DBB_CTG1	29290747	29291689	
221130_s_at		9	35360540	35362054	p13.3
1552458_at	MBD3L1	19	8832398	8843340	p13.2
1552459_a_at	MBD3L1	19	8832398	8843340	p13.2
	ZNF969P	4	110415898	110418504	q25
	RPL7L1P13	4	110399773	110400511	q25
234545_at	OR14J1	CHR_HSCHR6_MHC_DBB_CTG1	29306740	29307705	
	ENPEP	4	110365733	110565285	q25
204845_s_at	ENPEP	4	110365733	110565285	q25
204844_at	ENPEP	4	110365733	110565285	q25
	DDX6P1	CHR_HSCHR6_MHC_DBB_CTG1	29329677	29331112	
	UNC13B	9	35161992	35405338	p13.3
202893_at	UNC13B	9	35161992	35405338	p13.3
	ZNF225	19	44112181	44134816	q13.31
207125_at	ZNF225	19	44112181	44134816	q13.31
235702_at	ZNF225	19	44112181	44134816	q13.31
		3	72772539	72773471	p13
	TSPYL2	X	53082367	53088540	p11.22
218012_at	TSPYL2	X	53082367	53088540	p11.22
201415_at	GSS	20	34928433	34956027	q11.22
211630_s_at	GSS	20	34928433	34956027	q11.22
	GSS	20	34928433	34956027	q11.22
201394_s_at	RBM5	3	50088908	50119021	p21.31
201395_at	RBM5	3	50088908	50119021	p21.31
209936_at	RBM5	3	50088908	50119021	p21.31
	RBM5	3	50088908	50119021	p21.31
230742_at	RBM5	3	50088908	50119021	p21.31
	OR5V1	CHR_HSCHR6_MHC_DBB_CTG1	29422544	29431896	
	OR12D1	CHR_HSCHR6_MHC_DBB_CTG1	29417201	29418163	
1553415_at	SLC17A8	12	100357079	100422059	q23.1
	SLC17A8	12	100357079	100422059	q23.1
219929_s_at	ZFYVE21	14	103715730	103733668	q32.33
224445_s_at	ZFYVE21	14	103715730	103733668	q32.33
	ZFYVE21	14	103715730	103733668	q32.33
221431_s_at	OR12D3	CHR_HSCHR6_MHC_DBB_CTG1	29373478	29450027	
	METTL8P1	12	15255213	15255823	p12.3
		3	126056923	126058228	q21.2
221343_at	OR11A1	CHR_HSCHR6_MHC_DBB_CTG1	29425439	29457001	
203715_at	TBCE	1	235367360	235452443	q42.3
203714_s_at	TBCE	1	235367360	235452443	q42.3
	TBCE	1	235367360	235452443	q42.3
208121_s_at	PTPRO	12	15322397	15597399	p12.3
1554199_at	PTPRO	12	15322397	15597399	p12.3
	PTPRO	12	15322397	15597399	p12.3
219175_s_at	SLC41A3	3	126006355	126101561	q21.3
224931_at	SLC41A3	3	126006355	126101561	q21.3
	SLC41A3	3	126006355	126101561	q21.3
220484_at	MCOLN3	1	85018082	85048499	p22.3
229797_at	MCOLN3	1	85018082	85048499	p22.3
1557292_a_at	MCOLN3	1	85018082	85048499	p22.3
242308_at	MCOLN3	1	85018082	85048499	p22.3
221344_at	OR12D2	CHR_HSCHR6_MHC_DBB_CTG1	29396471	29397539	
222947_at		19	44105463	44113145	q13.31
		19	44105463	44113145	q13.31
	ZNF224	19	44094339	44109886	q13.31
216983_s_at	ZNF224	19	44094339	44109886	q13.31
220019_s_at	ZNF224	19	44094339	44109886	q13.31
229123_at	ZNF224	19	44094339	44109886	q13.31
244462_at	ZNF224	19	44094339	44109886	q13.31
221339_at	OR10C1	CHR_HSCHR6_MHC_DBB_CTG1	29439235	29440906	
218822_s_at	STX16-NPEPL1	20	58651434	58715410	q13.32
89476_r_at	STX16-NPEPL1	20	58651434	58715410	q13.32
221638_s_at	STX16-NPEPL1	20	58651434	58715410	q13.32
	STX16-NPEPL1	20	58651434	58715410	q13.32
		12	93529560	93529989	q22
1561243_at	TMEM105	17	81311270	81330674	q25.3
	TMEM105	17	81311270	81330674	q25.3
		21	25928754	25942686	q21.3
		17	48733091	48733888	q21.32
214953_s_at	APP	21	25880550	26171128	q21.3
200602_at	APP	21	25880550	26171128	q21.3
211277_x_at	APP	21	25880550	26171128	q21.3
	APP	21	25880550	26171128	q21.3
	EIF5A2P1	15	72041194	72041653	q23
219214_s_at	NT5C	17	75130225	75131795	q25.1
1557303_at	NT5C	17	75130225	75131795	q25.1
		1	144472535	144474790	q21.1
		15	72140504	72155459	q23
		15	71818396	71823384	q23
217136_at	PPIAL4F	1	144592868	144593527	q21.1
1559315_s_at	SOCS2-AS1	12	93542463	93571768	q22
	SOCS2-AS1	12	93542463	93571768	q22
	CLDN24	4	183321764	183322426	q35.1
234610_at	HSPA12B	20	3732667	3753111	p13
229172_at	HSPA12B	20	3732667	3753111	p13
		4	183380345	183381705	q35.1
		15	72134641	72135436	q23
		4	183418890	183419805	q35.1
208594_x_at	LILRA6	CHR_HSCHR19LRC_COX1_CTG3_1	54238892	54243172	
	LILRA6	CHR_HSCHR19LRC_COX1_CTG3_1	54238892	54243172	
219027_s_at	MYO9A	15	71822289	72118577	q23
226203_at	MYO9A	15	71822289	72118577	q23
	MYO9A	15	71822289	72118577	q23
242512_at	MYO9A	15	71822289	72118577	q23
218929_at	CDKN2AIP	4	183444591	183448198	q35.1
	CDKN2AIP	4	183444591	183448198	q35.1
		12	6537794	6538370	p13.31
	SH3TC1	4	8182072	8241803	p16.1
219256_s_at	SH3TC1	4	8182072	8241803	p16.1
		1	144754572	144786606	q21.1
1556684_at		14	20343048	20343685	q11.2
	LINC01632	1	144627192	144642372	q21.1
203372_s_at	SOCS2	12	93569814	93583487	q22
203373_at	SOCS2	12	93569814	93583487	q22
	SOCS2	12	93569814	93583487	q22
224548_at	HES7	17	8120590	8124092	p13.1
232095_at	SRGAP2B	1	144887265	145095528	q21.1
1568957_x_at	SRGAP2B	1	144887265	145095528	q21.1
1568955_at	SRGAP2B	1	144887265	145095528	q21.1
228628_at	SRGAP2B	1	144887265	145095528	q21.1
	SRGAP2B	1	144887265	145095528	q21.1
	VTI1BP2	4	183483490	183484185	q35.1
1560841_at		4	183494938	183504494	q35.1
		6	150650772	150652025	q25.1
		6	150624677	150626086	q25.1
205981_s_at	ING2	4	183504994	183511096	q35.1
		6	150600834	150605850	q25.1
219043_s_at	PDCL3P5	6	150827663	150828384	q25.1
	PLEKHG1	6	150599883	150843665	q25.1
226122_at	PLEKHG1	6	150599883	150843665	q25.1
200792_at	XRCC6	22	41621119	41664048	q13.2
	XRCC6	22	41621119	41664048	q13.2
	CCHCR1	CHR_HSCHR6_MHC_DBB_CTG1	31136168	31151940	
209698_at	CCHCR1	CHR_HSCHR6_MHC_DBB_CTG1	31136168	31151940	
37424_at	CCHCR1	CHR_HSCHR6_MHC_DBB_CTG1	31136168	31151940	
37425_g_at	CCHCR1	CHR_HSCHR6_MHC_DBB_CTG1	31136168	31151940	
42361_g_at	CCHCR1	CHR_HSCHR6_MHC_DBB_CTG1	31136168	31151940	
220196_at	MUC16	19	8848844	8981342	p13.2
	MUC16	19	8848844	8981342	p13.2
	GYG1P3	1	55222379	55223372	p32.3
	MIR4422HG	1	55217645	55324691	p32.3
		4	183516894	183517527	q35.1
	TCHP	12	109900264	109983841	q24.11
223455_at	TCHP	12	109900264	109983841	q24.11
223456_s_at	TCHP	12	109900264	109983841	q24.11
241521_at	LINC01753	1	55915607	55944974	p32.2
216545_at	GOT2P1	1	55367466	55368774	p32.3
	HSP90AB3P	4	87891843	87894015	q22.1
	LINC01755	1	55945087	55950119	p32.2
238293_at		1	55329288	56070513	p32.3
		1	55329288	56070513	p32.3
	OLA1P3	12	55870048	55872602	q13.2
208926_at	NEU1	6	31857659	31862906	p21.33
	UQCRFS1P2	7	138701607	138703062	q34
	PIGQP1	1	55938714	55939280	p32.2
1562589_at	LINC01756	1	29329620	29350114	p35.3
	HSPA8P3	10	26714622	26715832	p12.1
234413_at	MTCO2P34	1	55372710	55373316	p32.3
220865_s_at	PDSS1	10	26697659	26746798	p12.1
	PDSS1	10	26697659	26746798	p12.1
